35	1.19395	1.19768	-0.00372835
36	1.18945	1.19333	-0.00387985
37	1.18481	1.18885	-0.00403939
38	1.18002	1.18423	-0.00420759
39	1.17508	1.17947	-0.00438587
40	1.16931	1.17453	-0.00521911
41	1.16505	1.16944	-0.00438812
42	1.15966	1.16418	-0.0045239
43	1.15409	1.15875	-0.0046619
44	1.14833	1.15313	-0.00480048
45	1.14238	1.14731	-0.00493727
46	1.13622	1.14129	-0.00506885
47	1.12986	1.13512	-0.00525992
48	1.12327	1.12869	-0.00541322
49	1.11646	1.12203	-0.00556735
50	1.10823	1.11514	-0.006908
51	1.10189	1.108	-0.00611065
52	1.09437	1.1006	-0.00622902
53	1.08659	1.09293	-0.00634445
54	1.07853	1.08498	-0.00645595
55	1.07018	1.07674	-0.00656241
56	1.06152	1.06819	-0.00666259
57	1.05256	1.05931	-0.0067551
