0	1
2	0.725085
3	0.990111
5	0.99009
6	1.4044
8	0.239219
1	1
2.5	-0.0303664
4	0.988366
5.5	1.52358
7	0.7087
0.5	1
2.05062	0.126481
2.11876	0.324222
2.21046	-0.0348067
2.33388	0.100374
3.05003	0.988349
3.11716	0.990102
3.20724	0.988356
3.32812	0.990096
3.49032	0.988362
3.70796	0.990091
5.05062	1.07279
5.11876	1.17553
5.21046	1.29254
5.33388	1.418
6.05003	1.35986
6.11716	1.30589
6.20724	1.23197
6.32812	1.14169
6.49032	1.024
6.70796	0.882977
1.29204	0.999996
1.50968	1.00002
1.67188	0.999913
1.79276	1.00043
1.88284	0.997439
1.94997	1.02047
2.66612	0.0806614
2.78954	0.126293
2.88124	0.35777
2.94938	0.609721
4.29204	0.990088
4.50968	0.988368
4.67188	0.990087
4.79276	0.988368
4.88284	0.990088
4.94997	0.988366
5.66612	1.55404
5.78954	1.53045
5.88124	1.48975
5.94938	1.44426
7.5	0.453547
