0	1.0001
0.5	0.999878
1	1.00019
1.29204	0.999612
1.50968	1.00085
1.67188	0.997969
1.79276	1.00537
1.88284	0.983897
1.94997	1.05779
2	0.679619
2.05062	0.230676
2.11876	0.143691
2.21046	0.0669441
2.33388	0.0337537
2.5	0.0265247
2.66612	0.0585825
2.78954	0.136563
2.88124	0.278375
2.94938	0.538349
3	1.05489
3.05003	1.12401
3.11716	1.09583
3.20724	1.10925
3.32812	1.10312
3.49032	1.10598
3.70796	1.10466
4	1.10526
4.29204	1.105
4.50968	1.10509
4.67188	1.10512
4.79276	1.10495
4.88284	1.10536
4.94997	1.10447
5	1.10645
5.05062	1.26591
5.11876	1.44501
5.21046	1.63378
5.33388	1.81327
5.5	1.94358
5.66612	1.96287
5.78954	1.90459
5.88124	1.81651
5.94938	1.72225
6	1.63173
6.05003	1.53947
6.11716	1.434
6.20724	1.31371
6.32812	1.18101
6.49032	1.03595
6.70796	0.877632
7	0.701445
7.5	0.45629
8	0.220623
