0	1
0.25	1
0.5	1
0.75	1
1	1
1.20985	1
1.38007	1
1.51814	0.999999
1.63014	1
1.72098	0.99999
1.79466	1.00004
1.85443	0.999844
1.90291	1.00056
1.94223	0.994351
1.97413	0.986805
2.02501	0.288068
2.05858	0.267065
2	0.647086
2.10362	0.142876
2.16406	0.100919
2.24516	0.0537246
2.35398	0.0320118
2.5	0.0276077
2.64602	0.0530168
2.75484	0.108644
2.83594	0.197598
2.89638	0.326071
2.94142	0.508361
2.97499	0.761608
3.02587	1.11412
3.05777	1.09904
3.09709	1.1092
3	1.09077
3.14557	1.10226
3.20534	1.10703
3.27902	1.10375
3.36986	1.10601
3.48186	1.10445
3.61993	1.10552
3.79015	1.10479
4	1.10529
4.20985	1.10495
4.38007	1.10517
4.51814	1.10503
4.63014	1.10511
4.72098	1.10509
4.79466	1.10506
4.85443	1.10514
4.90291	1.10499
4.94223	1.10523
4.97413	1.10486
5.02501	1.18699
5.05858	1.28715
5.10362	1.40643
5	1.10541
5.16406	1.54318
5.24516	1.68984
5.35398	1.83361
5.5	1.94262
5.64602	1.96476
5.75484	1.92563
5.83594	1.86379
5.89638	1.79652
5.94142	1.73314
5.97499	1.67803
6.02587	1.58275
6.05777	1.52761
6.09709	1.4647
6.14557	1.39469
6	1.63149
6.20534	1.3173
6.27902	1.23308
6.36986	1.14208
6.48186	1.04435
6.61993	0.939326
6.79015	0.826143
7	0.703359
7.25	0.574032
7.5	0.456175
7.75	0.34319
8	0.221729
