0	1
0.5	0.999998
1	1.00001
1.29204	0.999979
1.50968	1.00008
1.67188	0.999708
1.79276	1.00123
1.88284	0.994079
1.94997	1.03538
2.05062	0.227733
2	0.693027
2.11876	0.212607
2.21046	0.0609589
2.33388	0.0326183
2.5	0.0139734
2.66612	0.0501073
2.78954	0.149139
2.88124	0.340331
2.94938	0.624196
3.05003	0.996014
3	0.977078
3.11716	0.985562
3.20724	0.991331
3.32812	0.988147
3.49032	0.989903
3.70796	0.988936
4	0.989465
4.29204	0.989182
4.50968	0.989323
4.67188	0.989273
4.79276	0.98925
4.88284	0.989354
4.94997	0.989131
5.05062	1.07334
5	0.989553
5.11876	1.17519
5.21046	1.2929
5.33388	1.41791
5.5	1.52329
5.66612	1.55396
5.78954	1.53085
5.88124	1.48948
5.94938	1.44491
6.05003	1.36075
6.11716	1.30527
6	1.40394
6.20724	1.23293
6.32812	1.14114
6.49032	1.02485
6.70796	0.882836
7	0.708925
7.5	0.454798
8	0.239278
