0	1.0001
0.5	0.99988
1	1.0002
1.29204	0.999551
1.50968	1.00103
1.67188	0.997482
1.79276	1.00659
1.88284	0.980907
1.94997	1.0649
2.05062	0.268966
2	0.663449
2.11876	0.143426
2.21046	0.0654296
2.33388	0.0317672
2.5	0.0259215
2.66612	0.0528222
2.78954	0.125764
2.88124	0.28566
2.94938	0.587548
3.05003	1.09685
3	1.06522
3.11716	1.09159
3.20724	1.0928
3.32812	1.09262
3.49032	1.09267
3.70796	1.09267
4	1.09267
4.29204	1.09267
4.50968	1.09267
4.67188	1.09267
4.79276	1.09266
4.88284	1.09269
4.94997	1.09255
5.05062	1.21973
5	1.09331
5.11876	1.37005
5.21046	1.53908
5.33388	1.71083
5.5	1.84468
5.66612	1.87198
5.78954	1.8244
5.88124	1.75179
5.94938	1.67638
6.05003	1.53633
6.11716	1.44819
6	1.60746
6.20724	1.34001
6.32812	1.21064
6.49032	1.06017
6.70796	0.890344
7	0.701619
7.5	0.445097
8	0.21953
