0	1
0.25	1
0.5	1
0.75	1
1	1
1.20985	1
1.38007	1
1.51814	1
1.63014	1
1.72098	1
1.79466	0.999999
1.85443	1.00001
1.90291	0.999956
1.94223	1.00048
1.97413	0.98255
2	0.586062
2.02501	0.38062
2.05858	0.303412
2.10362	0.199981
2.16406	0.118138
2.24516	0.0579758
2.35398	0.0242129
2.5	0.0167637
2.64602	0.0433609
2.75484	0.112866
2.83594	0.232122
2.89638	0.396508
2.94142	0.589862
2.97499	0.792132
3	0.986092
3.02587	0.990163
3.05777	0.989072
3.09709	0.989364
3.14557	0.989286
3.20534	0.989307
3.27902	0.989301
3.36986	0.989303
3.48186	0.989302
3.61993	0.989302
3.79015	0.989302
4	0.989302
4.20985	0.989302
4.38007	0.989302
4.51814	0.989302
4.63014	0.989302
4.72098	0.989302
4.79466	0.989302
4.85443	0.989303
4.90291	0.989301
4.94223	0.989307
4.97413	0.989285
5	0.989369
5.02501	1.03151
5.05858	1.08538
5.10362	1.153
5.16406	1.23542
5.24516	1.33101
5.35398	1.43317
5.5	1.52133
5.64602	1.55275
5.75484	1.54027
5.83594	1.51196
5.89638	1.48004
5.94142	1.45027
5.97499	1.42477
6	1.40383
6.02587	1.38153
6.05777	1.35454
6.09709	1.3218
6.14557	1.28229
6.20534	1.23481
6.27902	1.17808
6.36986	1.11076
6.48186	1.03153
6.61993	0.939159
6.79015	0.832628
7	0.711178
7.25	0.579017
7.5	0.457863
7.75	0.345171
8	0.239448
