3	-2310.92
4	-2374.09
5	-2416.3
6	-2440.83
7	-2450.41
8	-2446.01
9	-2429.03
10	-2400.21
11	-2359.94
12	-2309.42
13	-2249.78
14	-2181.58
15	-2107.81
16	-2025.01
17	-1938.83
18	-1848.32
19	-1755.27
20	-1660.43
21	-1564.5
22	-1468.4
23	-1372.77
24	-1278.56
25	-1186.13
26	-1095.86
27	-1008.11
28	-923.515
29	-841.982
30	-763.938
31	-689.596
32	-618.921
33	-552.024
34	-488.875
35	-429.832
36	-374.703
37	-323.48
38	-276.262
39	-232.789
40	-193.328
41	-157.702
42	-125.868
43	-97.7156
44	-73.351
45	-52.6719
46	-35.7371
47	-22.159
