-1	-1	-1
-1	-0.9	-0.9
-1	-0.8	-0.8
-1	-0.7	-0.699999
-1	-0.6	-0.6
-1	-0.5	-0.5
-1	-0.4	-0.4
-1	-0.3	-0.299998
-1	-0.2	-0.19999
-1	-0.1	-0.1
-1	-1.38778e-16	0
-1	0.1	0.1
-1	0.2	0.199989
-1	0.3	0.299994
-1	0.4	0.399997
-1	0.5	0.499998
-1	0.6	0.599999
-1	0.7	0.7
-1	0.8	0.8
-1	0.9	0.9
-1	1	1
-1	1.1	1.1
-1	1.2	1.2
-1	1.3	1.3
-1	1.4	1.4
-1	1.5	1.5
-1	1.6	1.6
-1	1.7	1.7
-1	1.8	1.8
-1	1.9	1.9
-1	2	2

-0.9	-1	-0.9
-0.9	-0.9	-0.453829
-0.9	-0.8	-0.0366096
-0.9	-0.7	0.355001
-0.9	-0.6	0.723884
-0.9	-0.5	1.07251
-0.9	-0.4	1.40302
-0.9	-0.3	1.71727
-0.9	-0.2	2.01689
-0.9	-0.1	2.30328
-0.9	-1.38778e-16	2.57767
-0.9	0.1	2.66892
-0.9	0.2	2.66949
-0.9	0.3	2.66651
-0.9	0.4	2.65978
-0.9	0.5	2.64909
-0.9	0.6	2.6342
-0.9	0.7	2.61488
-0.9	0.8	2.59086
-0.9	0.9	2.56184
-0.9	1	2.52753
-0.9	1.1	2.48757
-0.9	1.2	2.44161
-0.9	1.3	2.38923
-0.9	1.4	2.32999
-0.9	1.5	2.26343
-0.9	1.6	2.18899
-0.9	1.7	2.10611
-0.9	1.8	2.01414
-0.9	1.9	1.91237
-0.9	2	1.8

-0.8	-1	-0.8
-0.8	-0.9	-0.0366096
-0.8	-0.8	0.675589
-0.8	-0.7	1.34186
-0.8	-0.6	1.96681
-0.8	-0.5	2.55452
-0.8	-0.4	3.10858
-0.8	-0.3	3.63216
-0.8	-0.2	4.12808
-0.8	-0.1	4.59881
-0.8	-1.38778e-16	5.0466
-0.8	0.1	5.30189
-0.8	0.2	5.20295
-0.8	0.3	5.09678
-0.8	0.4	4.98294
-0.8	0.5	4.861
-0.8	0.6	4.73049
-0.8	0.7	4.59086
-0.8	0.8	4.44157
-0.8	0.9	4.28198
-0.8	1	4.11145
-0.8	1.1	3.92922
-0.8	1.2	3.7345
-0.8	1.3	3.52641
-0.8	1.4	3.30399
-0.8	1.5	3.06617
-0.8	1.6	2.81177
-0.8	1.7	2.53949
-0.8	1.8	2.24789
