-1	-1	-1
-1	-0.9	-0.9
-1	-0.8	-0.8
-1	-0.7	-0.7
-1	-0.6	-0.6
-1	-0.5	-0.5
-1	-0.4	-0.4
-1	-0.3	-0.3
-1	-0.2	-0.2
-1	-0.1	-0.1
-1	-1.38778e-16	0
-1	0.1	0.1
-1	0.2	0.2
-1	0.3	0.3
-1	0.4	0.4
-1	0.5	0.5
-1	0.6	0.6
-1	0.7	0.7
-1	0.8	0.8
-1	0.9	0.9
-1	1	1
-1	1.1	1.1
-1	1.2	1.2
-1	1.3	1.3
-1	1.4	1.4
-1	1.5	1.5
-1	1.6	1.6
-1	1.7	1.7
-1	1.8	1.8
-1	1.9	1.9
-1	2	2

-0.9	-1	-0.9
-0.9	-0.9	-0.815942
-0.9	-0.8	-0.73055
-0.9	-0.7	-0.64398
-0.9	-0.6	-0.556363
-0.9	-0.5	-0.467813
-0.9	-0.4	-0.378429
-0.9	-0.3	-0.288295
-0.9	-0.2	-0.197488
-0.9	-0.1	-0.106071
-0.9	-1.38778e-16	-0.0141032
-0.9	0.1	0.0791658
-0.9	0.2	0.172732
-0.9	0.3	0.266069
-0.9	0.4	0.359163
-0.9	0.5	0.452
-0.9	0.6	0.544566
-0.9	0.7	0.636845
-0.9	0.8	0.72882
-0.9	0.9	0.820472
-0.9	1	0.911781
-0.9	1.1	1.00273
-0.9	1.2	1.09328
-0.9	1.3	1.18342
-0.9	1.4	1.27312
-0.9	1.5	1.36234
-0.9	1.6	1.45105
-0.9	1.7	1.53922
-0.9	1.8	1.6268
-0.9	1.9	1.71374
-0.9	2	1.8

-0.8	-1	-0.8
-0.8	-0.9	-0.73055
-0.8	-0.8	-0.658744
-0.8	-0.7	-0.584822
-0.8	-0.6	-0.508998
-0.8	-0.5	-0.431458
-0.8	-0.4	-0.352369
-0.8	-0.3	-0.271876
-0.8	-0.2	-0.190109
-0.8	-0.1	-0.107182
-0.8	-1.38778e-16	-0.0231976
-0.8	0.1	0.0624755
-0.8	0.2	0.149603
-0.8	0.3	0.236262
-0.8	0.4	0.322426
-0.8	0.5	0.408065
-0.8	0.6	0.493149
-0.8	0.7	0.577644
-0.8	0.8	0.661513
-0.8	0.9	0.744717
-0.8	1	0.827211
-0.8	1.1	0.908949
-0.8	1.2	0.989879
-0.8	1.3	1.06994
-0.8	1.4	1.14908
-0.8	1.5	1.22722
-0.8	1.6	1.30429
-0.8	1.7	1.3802
