1784	1.00225
3416	1.00084
5072	1.00063
5352	1.0026
5728	1.00063
7432	1.00042
8864	1.00038
10248	1.00092
10704	1.00282
15216	1.00068
17184	1.00061
17840	1.00294
20496	1.00099
22296	1.00039
26592	1.00033
30432	1.00072
34160	1.00103
34368	1.00066
44592	1.00042
50720	1.00074
53184	1.00035
57280	1.00069
74320	1.00044
88640	1.00037
