0	1	0
0.0625	1	1e-07
0.125	1	2.26053e-18
0.25	1	-2.30554e-18
0.5	1	1e-07
1	1	-1e-07
2	1	-1e-07
4	1	1e-07
5	1	-1e-07
5.00781	1.00002	2.32033e-07
5.01562	1.00004	4.64056e-07
5.02245	1.00006	4.73805e-07
5.02927	1.00007	5.8641e-07
5.0318	1.00008	6.35874e-07
5.03326	1.00009	6.87912e-07
5.03458	1.00009	7.16441e-07
5.03722	1.0001	7.70396e-07
5.04249	1.00012	8.80106e-07
5.04777	1.00013	9.89817e-07
5.04986	1.00014	9.93557e-07
5.05174	1.00014	1.02363e-06
5.0555	1.00015	1.0866e-06
5.05925	1.00016	1.14864e-06
5.06301	1.00017	1.21041e-06
5.06485	1.00018	1.27814e-06
5.0665	1.00018	1.31318e-06
5.06981	1.0002	1.38042e-06
5.07312	1.00021	1.44853e-06
5.07643	1.00022	1.51655e-06
5.08305	1.00024	1.65247e-06
5.08967	1.00026	1.78827e-06
5.1029	1.0003	2.05773e-06
5.11614	1.00035	2.3263e-06
5.14261	1.00043	2.85963e-06
5.16907	1.00052	3.38777e-06
5.19554	1.0006	3.9105e-06
5.21044	1.00065	4.21964e-06
5.22533	1.0007	4.53886e-06
5.24023	1.00076	4.83363e-06
5.25512	1.00081	5.13056e-06
5.26811	1.00085	5.38699e-06
5.2811	1.00089	5.62905e-06
5.29409	1.00093	5.86775e-06
5.30575	1.00097	6.10238e-06
5.31921	1.00101	6.35627e-06
5.32853	1.00105	6.55094e-06
5.33692	1.00108	6.73278e-06
5.34531	1.00111	6.9206e-06
5.3528	1.00113	7.05847e-06
5.36028	1.00116	7.21011e-06
5.36776	1.00119	7.37128e-06
5.38273	1.00124	7.67554e-06
5.39769	1.00129	7.9689e-06
5.41116	1.00134	8.24422e-06
5.42463	1.00139	8.50438e-06
5.4381	1.00143	8.78503e-06
5.45156	1.00148	9.02267e-06
5.46503	1.00153	9.3274e-06
5.4785	1.00157	9.53011e-06
5.49197	1.00162	9.87455e-06
5.50544	1.00167	1.0023e-05
5.51891	1.00172	1.03601e-05
5.53237	1.00177	1.06506e-05
5.54584	1.00182	1.0916e-05
5.55796	1.00186	1.11665e-05
5.58221	1.00195	1.16584e-05
5.60645	1.00204	1.21497e-05
5.63069	1.00213	1.26308e-05
5.65494	1.00222	1.31268e-05
5.67918	1.00231	1.36171e-05
5.70342	1.0024	1.40919e-05
5.72767	1.00249	1.45743e-05
5.75371	1.00259	1.50932e-05
